,country,industry,marketcap,price,sector,avgvol
3326,USA,Communication Equipment,5,1.44,Technology,160
3341,USA,Oil & Gas Drilling & Exploration,65,1.39,Basic Materials,160
3360,USA,Drug Manufacturers - Major,91,1.33,Healthcare,160
3400,USA,Entertainment - Diversified,16,1.16,Services,160
3431,USA,Semiconductor - Integrated Circuits,22,1.06,Technology,160
3506,USA,Independent Oil & Gas,31,0.64,Basic Materials,160
3552,USA,Medical Laboratories & Research,3,0.38,Healthcare,160
3602,USA,Telecom Services - Domestic,1,0.08,Technology,160
3607,USA,Independent Oil & Gas,3,0.03,Basic Materials,160
68,USA,Scientific & Technical Instruments,1404,47.8,Technology,150
259,USA,Application Software,1428,41.5,Technology,150
419,USA,Savings & Loans,2124,37.42,Financial,150
440,USA,General Building Materials,1913,36.7,Industrial Goods,150
561,USA,Telecom Services - Domestic,1651,33.8,Technology,150
699,USA,Regional - Mid-Atlantic Banks,1936,30.75,Financial,150
799,USA,Trucking,521,28.73,Services,150
823,USA,Staffing & Outsourcing Services,1045,28.37,Services,150
932,USA,Savings & Loans,855,26.25,Financial,150
1007,USA,Auto Parts,479,24.99,Consumer Goods,150
1013,USA,Accident & Health Insurance,592,24.85,Financial,150
1157,USA,Broadcasting - TV,850,22.22,Services,150
1193,USA,Personal Products,1138,21.8,Consumer Goods,150
1223,USA,Application Software,906,21.4,Technology,150
1242,USA,REIT - Diversified,584,21.06,Financial,150
1246,USA,Savings & Loans,788,20.95,Financial,150
1319,USA,Oil & Gas Refining & Marketing,436,20.1,Basic Materials,150
1326,USA,Regional - Southwest  Banks,853,19.99,Financial,150
1342,USA,Mortgage Investment,1191,19.8,Financial,150
1343,USA,Oil & Gas Equipment & Services,231,19.75,Basic Materials,150
1396,USA,REIT - Industrial,276,19.01,Financial,150
1397,USA,REIT - Diversified,537,19.01,Financial,150
1435,USA,REIT - Industrial,1123,18.58,Financial,150
1544,USA,Insurance Brokers,321,17.37,Financial,150
1570,USA,Conglomerates,1022,16.95,Conglomerates,150
1575,USA,General Building Materials,442,16.92,Industrial Goods,150
1714,USA,Diversified Utilities,1190,15.21,Utilities,150
1742,USA,REIT - Diversified,523,14.9,Financial,150
1987,Israel,Biotechnology,278,11.85,Healthcare,150
2042,USA,Closed-End Fund - Debt,538,11.17,Financial,150
2043,Canada,Diversified Utilities,4320,11.16,Utilities,150
2077,USA,Savings & Loans,490,10.65,Financial,150
2174,USA,Packaging & Containers,14,9.76,Consumer Goods,150
2205,China,Investment Brokerage - National,670,9.56,Financial,150
2211,India,CATV Systems,1008,9.51,Services,150
2239,USA,Closed-End Fund - Debt,247,9.21,Financial,150
2314,Colombia,Foreign Regional Banks,2983,8.5,Financial,150
2464,USA,Biotechnology,184,7,Healthcare,150
2472,USA,Industrial Metals & Minerals,251,6.88,Basic Materials,150
2514,USA,Medical Laboratories & Research,183,6.5,Healthcare,150
2561,USA,Medical Appliances & Equipment,79,6,Healthcare,150
2569,USA,Long Distance Carriers,258,5.95,Technology,150
2596,Israel,Semiconductor Equipment & Materials,208,5.72,Technology,150
2628,USA,Management Services,283,5.45,Services,150
2823,USA,REIT - Residential,89,4,Financial,150
2928,USA,Diversified Investments,126,3.41,Financial,150
3048,USA,Semiconductor Equipment & Materials,59,2.71,Technology,150
3056,USA,Biotechnology,116,2.68,Healthcare,150
3076,USA,Medical Instruments & Supplies,82,2.6,Healthcare,150
3220,USA,Apparel Stores,28,1.9,Services,150
3235,Canada,Communication Equipment,219,1.84,Technology,150
3249,China,Drug Manufacturers - Major,5,1.77,Healthcare,150
3257,USA,Semiconductor - Integrated Circuits,140,1.74,Technology,150
3258,USA,Medical Instruments & Supplies,5,1.73,Healthcare,150
3325,USA,Internet Information Providers,71,1.45,Technology,150
3357,Canada,Industrial Metals & Minerals,71,1.34,Basic Materials,150
3378,China,Agricultural Chemicals,47,1.24,Basic Materials,150
3464,USA,Drug Manufacturers - Major,58,0.88,Healthcare,150
3473,China,Farm Products,21,0.85,Consumer Goods,150
3514,Canada,Gold,103,0.6,Basic Materials,150
3546,USA,Medical Instruments & Supplies,22,0.4,Healthcare,150
3577,USA,Biotechnology,11,0.23,Healthcare,150
88,USA,Scientific & Technical Instruments,793,47,Technology,140
142,USA,Drug Manufacturers - Major,782,45.25,Healthcare,140
263,USA,Aerospace/Defense Products & Services,1196,41.47,Industrial Goods,140
307,Denmark,Biotechnology,1450,40.06,Healthcare,140
420,Japan,Business Equipment,50097,37.4,Consumer Goods,140
488,USA,Metal Fabrication,2059,35.43,Industrial Goods,140
490,USA,Asset Management,1649,35.39,Financial,140
905,USA,Industrial Equipment & Components,1223,26.75,Industrial Goods,140
1268,UnitedKingdom,Shipping,694,20.75,Services,140
1288,USA,Oil & Gas Pipelines,1491,20.5,Basic Materials,140
1392,USA,Information Technology Services,660,19.07,Technology,140
1502,USA,Independent Oil & Gas,3549,17.94,Basic Materials,140
1564,China,Business Services,329,17.05,Services,140
1616,USA,Oil & Gas Pipelines,323,16.51,Basic Materials,140
1689,USA,Medical Instruments & Supplies,647,15.5,Healthcare,140
1936,USA,Closed-End Fund - Debt,692,12.5,Financial,140
1974,USA,Home Furnishing Stores,200,11.97,Services,140
1997,USA,Education & Training Services,160,11.75,Services,140
2147,USA,Specialty Chemicals,445,10,Basic Materials,140
2193,USA,Pollution & Treatment Controls,209,9.66,Industrial Goods,140
2217,USA,Regional - Southeast Banks,147,9.43,Financial,140
2328,USA,Diversified Machinery,138,8.4,Industrial Goods,140
2518,USA,Biotechnology,233,6.47,Healthcare,140
2797,USA,Medical Appliances & Equipment,249,4.1,Healthcare,140
2942,USA,Asset Management,174,3.31,Financial,140
2973,USA,Independent Oil & Gas,104,3.15,Basic Materials,140
3064,USA,Exchange Traded Fund,197,2.65,Financial,140
3143,USA,Publishing - Newspapers,137,2.35,Services,140
3244,USA,Medical Laboratories & Research,18,1.8,Healthcare,140
3263,Greece,Shipping,21,1.7,Services,140
3271,USA,Gas Utilities,131,1.69,Utilities,140
3301,Canada,Drug Manufacturers - Other,53,1.55,Healthcare,140
3327,China,Property Management,204,1.44,Financial,140
3367,USA,Biotechnology,32,1.3,Healthcare,140
3418,USA,Agricultural Chemicals,34,1.1,Basic Materials,140
3505,USA,Information Technology Services,54,0.65,Technology,140
3521,Denmark,Pollution & Treatment Controls,26,0.57,Industrial Goods,140
3589,USA,Health Care Plans,4,0.16,Healthcare,140
40,USA,Property Management,859,48.5,Financial,130
97,USA,Specialty Chemicals,914,46.73,Basic Materials,130
261,USA,Foreign Money Center Banks,2210,41.5,Financial,130
304,USA,Publishing - Books,1408,40.11,Services,130
429,USA,Regional - Mid-Atlantic Banks,788,37.15,Financial,130
431,USA,Management Services,846,37.1,Services,130
487,Taiwan,Telecom Services - Domestic,27312,35.44,Technology,130
531,USA,Diversified Machinery,1236,34.35,Industrial Goods,130
715,USA,Regional - Pacific Banks,995,30.35,Financial,130
730,USA,Regional - Midwest Banks,1471,29.94,Financial,130
735,USA,Property & Casualty Insurance,297,29.9,Financial,130
838,USA,Regional - Northeast Banks,825,28.05,Financial,130
922,USA,Apparel Stores,366,26.46,Services,130
1016,Monaco,Shipping,1015,24.75,Services,130
1197,USA,Pollution & Treatment Controls,507,21.75,Industrial Goods,130
1217,USA,Paper & Paper Products,933,21.44,Consumer Goods,130
1232,China,Biotechnology,1066,21.23,Healthcare,130
1260,USA,Biotechnology,426,20.8,Healthcare,130
1264,USA,Property Management,544,20.76,Financial,130
1305,USA,Diversified Investments,859,20.21,Financial,130
1526,USA,Savings & Loans,903,17.64,Financial,130
1607,USA,Independent Oil & Gas,418,16.58,Basic Materials,130
1733,USA,Scientific & Technical Instruments,108,15,Technology,130
1808,USA,Application Software,137,14.05,Technology,130
1880,USA,Asset Management,206,13.14,Financial,130
1926,USA,Heavy Construction,252,12.55,Industrial Goods,130
1927,China,Diversified Electronics,456,12.55,Technology,130
1978,USA,Oil & Gas Equipment & Services,841,11.91,Basic Materials,130
2210,Monaco,Shipping,188,9.52,Services,130
2253,USA,Asset Management,296,9.05,Financial,130
2258,USA,Application Software,244,9,Technology,130
2263,USA,Medical Laboratories & Research,489,8.99,Healthcare,130
2298,USA,Semiconductor - Integrated Circuits,88,8.65,Technology,130
2391,USA,Air Delivery & Freight Services,297,7.71,Services,130
2429,Israel,Communication Equipment,235,7.36,Technology,130
2624,USA,Oil & Gas Equipment & Services,203,5.47,Basic Materials,130
2696,USA,Advertising Agencies,169,4.78,Services,130
2721,USA,Medical Appliances & Equipment,143,4.6,Healthcare,130
2722,USA,Air Delivery & Freight Services,226,4.6,Services,130
2801,Israel,Printed Circuit Boards,9,4.08,Technology,130
2894,USA,Industrial Electrical Equipment,69,3.63,Industrial Goods,130
2938,USA,Biotechnology,59,3.35,Healthcare,130
2999,USA,Medical Appliances & Equipment,33,3,Healthcare,130
3092,USA,"Specialty Retail, Other",93,2.52,Services,130
3120,USA,Drug Manufacturers - Other,29,2.4,Healthcare,130
3128,USA,Diversified Machinery,58,2.37,Industrial Goods,130
3171,Israel,Communication Equipment,8,2.19,Technology,130
3210,USA,Asset Management,61,1.97,Financial,130
3293,USA,Security Software & Services,46,1.59,Technology,130
3375,USA,Apparel Stores,48,1.27,Services,130
3432,HongKong,Electronic Equipment,12,1.06,Consumer Goods,130
10,USA,Medical Laboratories & Research,1110,49.52,Healthcare,120
82,USA,Asset Management,2163,47.29,Financial,120
110,USA,Oil & Gas Equipment & Services,849,46.22,Basic Materials,120
185,USA,Business Software & Services,1464,43.82,Technology,120
232,USA,Property & Casualty Insurance,992,42.3,Financial,120
267,USA,Grocery Stores,1104,41.39,Services,120
317,USA,Farm & Construction Machinery,900,39.98,Industrial Goods,120
324,USA,Sporting Activities,1768,39.85,Services,120
436,USA,Regional - Northeast Banks,1609,36.8,Financial,120
476,USA,General Contractors,590,35.73,Industrial Goods,120
612,USA,Regional - Midwest Banks,879,32.43,Financial,120
682,USA,Farm Products,889,31.15,Consumer Goods,120
740,USA,Regional - Pacific Banks,903,29.83,Financial,120
815,USA,Business Services,1633,28.5,Services,120
839,Luxembourg,Business Services,496,28,Services,120
1029,USA,Oil & Gas Equipment & Services,543,24.4,Basic Materials,120
1208,USA,Closed-End Fund - Debt,398,21.58,Financial,120
1378,USA,Regional - Northeast Banks,928,19.25,Financial,120
1497,USA,REIT - Residential,229,17.99,Financial,120
1523,Taiwan,Semiconductor Equipment & Materials,788,17.65,Technology,120
1704,USA,Regional - Pacific Banks,592,15.32,Financial,120
1806,USA,Medical Instruments & Supplies,277,14.06,Healthcare,120
1865,USA,Oil & Gas Pipelines,701,13.35,Basic Materials,120
2133,China,Gaming Activities,417,10.11,Services,120
2158,USA,"Specialty Retail, Other",120,9.9,Services,120
2247,USA,Computer Based Systems,411,9.13,Technology,120
2345,USA,Metal Fabrication,200,8.2,Industrial Goods,120
2419,India,Conglomerates,261,7.48,Conglomerates,120
2425,USA,Conglomerates,368,7.4,Conglomerates,120
2475,USA,Diversified Electronics,150,6.85,Technology,120
2544,USA,Closed-End Fund - Debt,395,6.17,Financial,120
2691,USA,Catalog & Mail Order Houses,158,4.85,Services,120
2697,USA,Closed-End Fund - Debt,256,4.77,Financial,120
2827,USA,Oil & Gas Drilling & Exploration,151,3.98,Basic Materials,120
2888,USA,Credit Services,209,3.67,Financial,120
2960,Netherlands,Biotechnology,94,3.22,Healthcare,120
2965,China,Auto Dealerships,15,3.2,Services,120
3070,China,Diversified Machinery,38,2.63,Industrial Goods,120
3077,USA,Department Stores,62,2.6,Services,120
3090,USA,Credit Services,42,2.54,Financial,120
3169,USA,Oil & Gas Equipment & Services,21,2.2,Basic Materials,120
3213,USA,Independent Oil & Gas,75,1.94,Basic Materials,120
3259,Canada,Independent Oil & Gas,85,1.72,Basic Materials,120
3336,USA,Oil & Gas Drilling & Exploration,58,1.4,Basic Materials,120
3410,USA,Drug Manufacturers - Other,61,1.14,Healthcare,120
3447,USA,Biotechnology,71,1.01,Healthcare,120
3450,Canada,Industrial Metals & Minerals,98,1.01,Basic Materials,120
3477,USA,Independent Oil & Gas,24,0.83,Basic Materials,120
3480,USA,Marketing Services,23,0.81,Services,120
3545,USA,Scientific & Technical Instruments,4,0.4,Technology,120
35,USA,Industrial Metals & Minerals,988,48.6,Basic Materials,110
287,USA,Regional - Mid-Atlantic Banks,1816,40.65,Financial,110
293,USA,Management Services,920,40.45,Services,110
352,USA,Long Distance Carriers,1396,39.02,Technology,110
353,USA,Regional - Mid-Atlantic Banks,944,39.02,Financial,110
425,Israel,Biotechnology,487,37.21,Healthcare,110
495,USA,Regional - Mid-Atlantic Banks,1062,35.31,Financial,110
521,USA,Grocery Stores,708,34.6,Services,110
623,USA,"Recreational Goods, Other",738,32.2,Consumer Goods,110
859,USA,Regional - Southwest  Banks,626,27.59,Financial,110
960,USA,Regional - Northeast Banks,834,25.75,Financial,110
985,USA,Staffing & Outsourcing Services,669,25.25,Services,110
1025,USA,Staffing & Outsourcing Services,461,24.55,Services,110
1181,USA,Application Software,913,21.99,Technology,110
1212,USA,Steel & Iron,240,21.49,Basic Materials,110
1320,CaymanIslands,Accident & Health Insurance,758,20.1,Financial,110
1353,USA,Oil & Gas Drilling & Exploration,882,19.63,Basic Materials,110
1675,USA,Wireless Communications,311,15.65,Technology,110
1694,USA,Staffing & Outsourcing Services,475,15.45,Services,110
1769,USA,Mortgage Investment,465,14.51,Financial,110
1992,USA,Oil & Gas Equipment & Services,244,11.79,Basic Materials,110
2009,USA,CATV Systems,477,11.55,Services,110
2173,USA,Building Materials Wholesale,88,9.76,Services,110
2212,USA,Business Software & Services,117,9.5,Technology,110
2237,USA,Biotechnology,178,9.25,Healthcare,110
2301,USA,Closed-End Fund - Debt,538,8.64,Financial,110
2379,USA,Heavy Construction,225,7.83,Industrial Goods,110
2560,USA,Biotechnology,211,6.01,Healthcare,110
2619,USA,Sporting Activities,152,5.55,Services,110
2623,USA,Internet Software & Services,246,5.5,Technology,110
2627,USA,Closed-End Fund - Equity,121,5.45,Financial,110
2767,China,Business Software & Services,7,4.28,Technology,110
2826,USA,Biotechnology,209,3.99,Healthcare,110
2858,USA,Biotechnology,32,3.8,Healthcare,110
2898,USA,Biotechnology,67,3.6,Healthcare,110
2992,China,Farm Products,242,3.05,Consumer Goods,110
3045,USA,Diversified Machinery,42,2.72,Industrial Goods,110
3063,China,Semiconductor - Specialized,101,2.66,Technology,110
3117,USA,Communication Equipment,57,2.4,Technology,110
3119,USA,Gold,68,2.4,Basic Materials,110
3150,USA,Internet Information Providers,91,2.3,Technology,110
3166,USA,Biotechnology,20,2.22,Healthcare,110
3201,China,Gold,133,2.02,Basic Materials,110
3231,USA,Independent Oil & Gas,87,1.85,Basic Materials,110
3255,USA,Restaurants,18,1.75,Services,110
3299,Australia,Biotechnology,3266,1.57,Healthcare,110
3396,USA,Scientific & Technical Instruments,20,1.18,Technology,110
3435,USA,Electronics Stores,7,1.04,Services,110
3457,USA,Marketing Services,60,0.95,Services,110
3466,USA,Diversified Electronics,26,0.88,Technology,110
3489,Sweden,Diversified Electronics,44,0.74,Technology,110
3538,USA,Industrial Metals & Minerals,42,0.43,Basic Materials,110
3564,USA,Industrial Metals & Minerals,21,0.32,Basic Materials,110
28,USA,Property & Casualty Insurance,1446,48.7,Financial,100
135,USA,Paper & Paper Products,749,45.4,Consumer Goods,100
164,USA,Oil & Gas Pipelines,3104,44.5,Basic Materials,100
168,USA,Accident & Health Insurance,1450,44.4,Financial,100
226,USA,Investment Brokerage - National,801,42.53,Financial,100
408,USA,Wireless Communications,3103,37.63,Technology,100
452,USA,Confectioners,2300,36.4,Consumer Goods,100
456,USA,Regional - Midwest Banks,942,36.31,Financial,100
565,USA,Regional - Mid-Atlantic Banks,1008,33.68,Financial,100
569,USA,Specialized Health Services,1382,33.5,Healthcare,100
659,USA,Regional - Southwest  Banks,656,31.5,Financial,100
706,USA,Auto Parts,633,30.55,Consumer Goods,100
739,USA,Money Center Banks,1175,29.84,Financial,100
793,USA,Packaging & Containers,463,28.9,Consumer Goods,100
856,USA,Regional - Mid-Atlantic Banks,819,27.65,Financial,100
896,Panama,Foreign Money Center Banks,1067,26.9,Financial,100
897,USA,Major Integrated Oil & Gas,7125,26.9,Basic Materials,100
903,USA,Nonmetallic Mineral Mining,1601,26.79,Basic Materials,100
943,USA,Asset Management,739,26.12,Financial,100
1097,USA,Biotechnology,142,23.21,Healthcare,100
1149,USA,Regional - Midwest Banks,483,22.35,Financial,100
1338,USA,Oil & Gas Equipment & Services,1095,19.81,Basic Materials,100
1348,USA,Agricultural Chemicals,582,19.65,Basic Materials,100
1426,USA,Printed Circuit Boards,690,18.67,Technology,100
1437,USA,Regional - Midwest Banks,651,18.54,Financial,100
1490,USA,Asset Management,487,18.1,Financial,100
1530,USA,Publishing - Newspapers,586,17.59,Services,100
1554,USA,Property & Casualty Insurance,742,17.25,Financial,100
1555,USA,Closed-End Fund - Debt,676,17.2,Financial,100
